generated_at,fantasypros_id,espn_id,player_name,pos,team,ecr,sd,best,worst,pos_rank,r2p_pts,player_opponent,player_bye_week,scrape_date
2026-09-22T18:29:37.317603+09:00,16398,3122840,Deshaun Watson,QB,CLE,30.06,1.72,21,32,QB30,12.2,at TB,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,24755,4688380,Cam Ward,QB,TEN,30.36,1.09,26,32,QB31,11.9,vs. PHI,9,2026-09-21
2026-09-22T18:29:37.317603+09:00,16477,2972515,Cooper Rush,QB,ATL,31.61,0.88,25,33,QB32,11.8,vs. CAR,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,25968,4432762,Shedeur Sanders,QB,CLE,33.46,2.46,33,54,QB33,2.9,at TB,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,28013,4837248,Fernando Mendoza,QB,LV,34.58,1.07,33,37,QB34,1.3,at LAC,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,28428,5344782,Jack Strand,QB,ATL,36.65,7.39,33,70,QB35,1.1,vs. CAR,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,22884,4432734,Jalen Milroe,QB,SEA,41.27,11.74,34,71,QB36,0.9,at ARI,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,23018,4433970,JJ McCarthy,QB,MIN,43.87,9.68,35,69,QB37,0.7,at CHI,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,13890,2576980,Marcus Mariota,QB,WAS,40.69,4.58,35,50,QB38,0.5,at DAL,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,9300,11252,Joe Flacco,QB,CIN,39.17,3.08,34,44,QB39,0.5,at HOU,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,13891,2969939,Jameis Winston,QB,NYG,42.08,4.25,39,55,QB40,0.5,at LAR,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,20156,4241464,Mac Jones,QB,SF,42.58,2.84,37,48,QB41,0.5,vs. MIA,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,20082,4383351,Trey Lance,QB,LAC,46.42,6.89,36,58,QB42,0.5,vs. LV,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,24347,4429084,Anthony Richardson,QB,IND,46,8.75,39,67,QB43,0.4,at KC,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,24361,4685413,Cade Klubnik,QB,NYJ,47.36,6.57,39,59,QB44,0.4,vs. GB,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,19781,4362887,Justin Fields,QB,KC,44.2,5.13,36,56,QB45,0.4,vs. IND,5,2026-09-21
2026-09-22T18:29:37.317603+09:00,18562,4038524,Gardner Minshew,QB,ARI,48.27,5.94,43,62,QB46,0.4,vs. SEA,14,2026-09-21
2026-09-22T18:29:37.317603+09:00,9907,14012,Andy Dalton,QB,PHI,44.89,5.72,36,52,QB47,0.4,at TEN,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,18604,3892775,Jarrett Stidham,QB,DEN,49.8,4.4,44,59,QB48,0.4,vs. JAC,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,23066,4433971,Kyle McCord,QB,MIA,50.44,2.22,47,55,QB49,0.4,at SF,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,17234,3116407,Mason Rudolph,QB,PIT,50.89,2.23,47,55,QB50,0.4,at NE,9,2026-09-21
2026-09-22T18:29:37.317603+09:00,22799,4242546,Davis Mills,QB,HOU,52,12.31,40,84,QB51,0.4,vs. CIN,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,23081,4426339,Spencer Rattler,QB,NO,52.22,2.53,47,55,QB52,0.4,at BAL,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,23045,4426875,Sam Howell,QB,DAL,52.89,4.01,46,60,QB53,0.4,vs. WAS,14,2026-09-21
2026-09-22T18:29:37.317603+09:00,10007,14163,Tyrod Taylor,QB,GB,58,4.92,52,69,QB54,0.4,at NYJ,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,25368,4685522,Ty Simpson,QB,LAR,55.44,10.79,43,78,QB55,0.4,vs. NYG,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,16381,3039707,Mitchell Trubisky,QB,TEN,56.33,8.15,40,67,QB56,0.4,vs. PHI,9,2026-09-21
2026-09-22T18:29:37.317603+09:00,25321,4434153,Tyson Bagent,QB,CHI,57.44,3.62,52,63,QB57,0.4,vs. MIN,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,26060,4596472,Jalon Daniels,QB,TB,56,2.65,51,60,QB58,0.4,vs. CLE,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,22722,4240703,Kenny Pickett,QB,CAR,57.5,4.96,47,61,QB59,0.3,at ATL,5,2026-09-21
2026-09-22T18:29:37.317603+09:00,25746,4240391,Tommy DeVito,QB,NE,64.88,5.86,60,80,QB60,0.3,vs. PIT,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,16417,3044720,Joshua Dobbs,QB,DET,58.83,7.1,45,66,QB61,0.3,at BUF,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,19297,4035671,Tyler Huntley,QB,BAL,58.83,4.6,50,65,QB62,0.3,vs. NO,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,17869,3115293,Kyle Allen,QB,BUF,60.2,6.58,48,66,QB63,0.2,vs. DET,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,24332,4240858,Hendon Hooker,QB,TEN,63.6,14.04,45,76,QB64,0.2,vs. PHI,9,2026-09-21
2026-09-22T18:29:37.317603+09:00,16726,3059989,Nick Mullens,QB,JAC,64.8,9.45,46,71,QB65,0.2,at DEN,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,25972,4429955,Will Howard,QB,PIT,66.2,6.58,60,79,QB66,0.2,at NE,9,2026-09-21
2026-09-22T18:29:37.317603+09:00,12208,16760,Jimmy Garoppolo,QB,LAR,68.8,11.07,51,86,QB67,0.1,vs. NYG,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,25967,4360698,Joe Milton,QB,DAL,70,2.61,65,72,QB68,0.1,vs. WAS,14,2026-09-21
2026-09-22T18:29:37.317603+09:00,23927,4259553,Stetson Bennett,QB,LAR,67.25,6.53,56,72,QB69,0.0,vs. NYG,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,24698,4361653,Devin Leary,QB,FA,59,18,41,77,QB70,0.0,,NA,2026-09-21
2026-09-22T18:29:37.317603+09:00,27580,4573398,Max Brosmer,QB,MIN,72.5,7.23,62,81,QB71,0.0,at CHI,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,19800,4034946,Kyle Trask,QB,FA,63.5,14.5,49,78,QB72,0.0,,NA,2026-09-21
2026-09-22T18:29:37.317603+09:00,24728,4243322,Jake Haener,QB,NYG,72,7.79,63,82,QB73,0.0,at LAR,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,24575,4044111,Chris Oladokun,QB,FA,71.5,8.5,63,80,QB75,0.0,,NA,2026-09-21
2026-09-22T18:29:37.317603+09:00,18557,3886812,Jake Browning,QB,FA,78.5,4.5,74,83,QB76,0.0,,NA,2026-09-21
2026-09-22T18:29:37.317603+09:00,11686,15948,Matt Barkley,QB,FA,82.5,1.5,81,84,QB77,0.0,,NA,2026-09-21
2026-09-22T18:29:37.317603+09:00,23028,4362874,Matt Corral,QB,FA,83.5,1.5,82,85,QB78,0.0,,NA,2026-09-21
2026-09-22T18:29:37.317603+09:00,22968,4429795,Jahmyr Gibbs,RB,DET,1.39,0.78,1,6,RB1,25.0,at BUF,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,23133,4430807,Bijan Robinson,RB,ATL,1.88,0.63,1,5,RB2,23.2,vs. CAR,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,16393,3117251,Christian McCaffrey,RB,SF,3.35,1.08,1,7,RB3,20.5,vs. MIA,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,15514,3043078,Derrick Henry,RB,BAL,4.95,1.91,1,12,RB4,18.3,vs. NO,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,23021,4567048,Kenneth Walker,RB,KC,5.05,1.79,2,12,RB5,17.7,vs. IND,5,2026-09-21
2026-09-22T18:29:37.317603+09:00,19217,4242335,Jonathan Taylor,RB,IND,6.61,1.82,3,13,RB6,17.6,at KC,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,25989,4890973,Ashton Jeanty,RB,LV,6.77,1.63,5,15,RB7,17.3,at LAC,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,22958,4379399,James Cook,RB,BUF,8.29,1.47,3,14,RB8,17.2,vs. DET,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,17240,3929630,Saquon Barkley,RB,PHI,8.92,2.11,3,18,RB9,17.0,at TEN,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,22739,4361579,Javonte Williams,RB,DAL,10.42,2.14,6,19,RB10,17.0,vs. WAS,14,2026-09-21
2026-09-22T18:29:37.317603+09:00,23136,4429160,DeVon Achane,RB,MIA,11.39,2.53,5,20,RB11,16.8,at SF,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,25324,4362238,Chase Brown,RB,CIN,12.39,2.06,6,19,RB12,15.4,at HOU,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,25395,4685382,Omarion Hampton,RB,LAC,12.82,2.39,7,18,RB13,15.3,vs. LV,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,22982,4427366,Breece Hall,RB,NYJ,14.79,2.17,7,21,RB14,14.8,vs. GB,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,23059,4430737,Kyren Williams,RB,LAR,15.25,2.49,7,22,RB15,14.7,vs. NYG,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,19210,4259545,DAndre Swift,RB,CHI,16.17,2.74,8,23,RB16,14.4,vs. MIN,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,25981,4596448,Bucky Irving,RB,TB,16.51,2.45,10,24,RB17,14.2,vs. CLE,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,18239,4035538,David Montgomery,RB,HOU,17.54,2.51,8,24,RB18,14.1,vs. CIN,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,16673,3042519,Aaron Jones,RB,MIN,19.8,4.7,10,33,RB19,13.8,at CHI,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,27166,4696981,Cam Skattebo,RB,NYG,20.24,2.12,13,25,RB20,13.7,at LAR,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,22726,4569173,Rhamondre Stevenson,RB,NE,21.56,2.31,16,29,RB21,13.4,vs. PIT,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,19792,4241416,Chuba Hubbard,RB,CAR,21.68,2.5,15,32,RB22,12.5,at ATL,5,2026-09-21
2026-09-22T18:29:37.317603+09:00,19231,4239996,Travis Etienne,RB,NO,23.48,2.45,15,29,RB23,12.4,at BAL,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,25403,4870808,Jeremiyah Love,RB,ARI,23.52,3.49,14,32,RB24,12.2,vs. SEA,14,2026-09-21
2026-09-22T18:29:37.317603+09:00,27329,4685512,Jadarian Price,RB,SEA,24.31,2.11,18,30,RB25,12.1,at ARI,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,24209,4569987,Jaylen Warren,RB,PIT,26.58,2,17,34,RB26,12.0,at NE,9,2026-09-21
2026-09-22T18:29:37.317603+09:00,27297,4882093,Bhayshul Tuten,RB,JAC,27.33,3.11,17,37,RB27,11.7,at DEN,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,25391,4685702,Quinshon Judkins,RB,CLE,27.67,2.93,16,36,RB28,11.4,at TB,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,19245,4241985,JK Dobbins,RB,DEN,29.97,3.4,22,39,RB29,10.9,vs. JAC,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,23118,4429023,MarShawn Lloyd,RB,GB,30.42,4.21,22,45,RB30,10.8,at NYJ,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,27316,4575131,Jacory Croskey-Merritt,RB,WAS,30.44,3.35,24,41,RB31,10.3,at DAL,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,19647,4038815,Rico Dowdle,RB,PIT,33.48,2.74,21,39,RB32,10.1,at NE,9,2026-09-21
2026-09-22T18:29:37.317603+09:00,23310,4371733,Kenny Gainwell,RB,TB,33.8,3.84,25,46,RB33,10.1,vs. CLE,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,27131,4608686,Kyle Monangai,RB,CHI,34.15,3.34,26,42,RB34,10.0,vs. MIN,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,18705,3916148,Tony Pollard,RB,TEN,34.65,2.8,25,43,RB35,9.9,vs. PHI,9,2026-09-21
2026-09-22T18:29:37.317603+09:00,23065,4432710,TreVeyon Henderson,RB,NE,37.39,6.39,21,77,RB36,9.7,vs. PIT,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,24172,4373626,Tyler Allgeier,RB,ARI,38.18,3.67,27,51,RB37,9.3,vs. SEA,14,2026-09-21
2026-09-22T18:29:37.317603+09:00,23013,4429096,Blake Corum,RB,LAR,38.28,3.33,30,50,RB38,9.0,vs. NYG,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,23891,4697815,Rachaad White,RB,WAS,39.05,3.27,31,52,RB39,8.9,at DAL,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,28401,4696044,Kaelon Black,RB,SF,39.32,3.05,29,48,RB40,8.6,vs. MIA,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,27520,4429059,Woody Marks,RB,HOU,41.32,3.4,34,55,RB41,8.1,vs. CIN,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,25323,4428557,Tyjae Spears,RB,TEN,41.64,4.37,30,58,RB42,7.6,vs. PHI,9,2026-09-21
2026-09-22T18:29:37.317603+09:00,26148,4678008,Jonathon Brooks,RB,CAR,42,3.83,34,54,RB43,7.6,at ATL,5,2026-09-21
2026-09-22T18:29:37.317603+09:00,22986,4362619,Chris Rodriguez,RB,JAC,45.57,3.37,39,56,RB44,7.5,at DEN,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,22915,4429835,George Holani,RB,SEA,46.15,4.49,35,67,RB45,7.1,at ARI,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,25360,4596334,Keaton Mitchell,RB,LAC,46.92,2.83,38,58,RB46,6.9,vs. LV,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,25823,3149687,Chris Brooks,RB,GB,48.47,5.27,35,73,RB47,6.2,at NYJ,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,24346,4685247,Braelon Allen,RB,NYJ,49.09,3.22,43,63,RB48,6.2,vs. GB,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,28107,4832955,Emmett Johnson,RB,KC,50.97,3.36,42,60,RB49,6.1,vs. IND,5,2026-09-21
2026-09-22T18:29:37.317603+09:00,18256,4038441,Justice Hill,RB,BAL,49.97,4.2,35,69,RB50,6.1,vs. NO,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,28108,4686658,Mike Washington,RB,LV,52.21,4.53,41,77,RB51,5.8,at LAC,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,16421,3054850,Alvin Kamara,RB,NO,50.95,7.8,33,90,RB52,5.8,at BAL,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,20094,4241474,Brian Robinson,RB,ATL,53.59,3.02,44,61,RB53,5.7,vs. CAR,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,27320,4702555,Jonah Coleman,RB,DEN,54.08,7.03,38,95,RB54,5.4,vs. JAC,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,18280,4040761,Devin Singletary,RB,NYG,54.72,5.48,46,75,RB55,5.2,at LAR,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,16423,3116389,Samaje Perine,RB,CIN,54.64,3.38,47,74,RB56,5.1,at HOU,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,22908,4429013,Tank Bigsby,RB,PHI,58.83,4.79,48,88,RB57,5.0,at TEN,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,26191,4429501,Ray Davis,RB,BUF,59.36,4.63,49,82,RB58,3.7,vs. DET,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,24362,4685246,Kaytron Allen,RB,WAS,62.51,4.51,55,74,RB59,3.6,at DAL,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,24351,4601080,Raheim Sanders,RB,CLE,62.64,6.82,50,90,RB60,3.4,at TB,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,26355,4430968,Kimani Vidal,RB,LAC,63.95,5.86,55,94,RB61,3.4,vs. LV,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,25654,4362478,Emari Demercado,RB,DAL,64,5.17,54,89,RB62,3.3,vs. WAS,14,2026-09-21
2026-09-22T18:29:37.317603+09:00,22980,4360516,Tyrone Tracy,RB,NYG,65.25,9.39,48,98,RB63,3.1,at LAR,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,25885,4887558,Emanuel Wilson,RB,SEA,65.48,4.76,49,80,RB64,2.6,at ARI,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,25987,4682745,Jaylen Wright,RB,MIA,66.72,4.7,58,92,RB65,2.5,at SF,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,28084,4832846,Demond Claiborne,RB,MIN,68.41,11.51,40,106,RB66,2.2,at CHI,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,23079,4686468,Seth McGowan,RB,IND,72.49,4.01,54,84,RB67,2.2,at KC,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,26309,4912274,Sione Vaki,RB,DET,69.39,7.48,53,99,RB68,2.1,at BUF,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,19302,4241457,Najee Harris,RB,NYG,69.11,9.64,51,111,RB69,2.1,at LAR,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,25984,4711533,Ollie Gordon,RB,MIA,72.27,5.36,61,99,RB70,1.9,at SF,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,25977,4695404,Isaiah Davis,RB,NYJ,71.73,6.16,61,98,RB71,1.8,vs. GB,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,27165,4819231,Kaleb Johnson,RB,GB,74.78,7.14,56,105,RB72,1.8,at NYJ,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,11798,16002,Kyle Juszczyk,RB,SF,71.96,6.77,58,97,RB73,1.7,vs. MIA,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,27285,4911851,LeQuint Allen,RB,JAC,74.36,6.37,65,101,RB74,1.6,at DEN,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,27259,4596602,Brashard Smith,RB,KC,73.41,6.54,62,95,RB75,1.5,vs. IND,5,2026-09-21
2026-09-22T18:29:37.317603+09:00,22930,4431545,Will Shipley,RB,PHI,75.43,8.35,57,107,RB76,1.5,at TEN,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,25693,4383429,Jacob Saylors,RB,DET,79.47,6.36,60,101,RB77,1.4,at BUF,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,19521,4240631,DeeJay Dallas,RB,MIN,70.34,14.17,47,99,RB78,1.3,at CHI,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,25983,4690013,Rasheen Ali,RB,BAL,79.9,6.83,67,104,RB79,1.3,vs. NO,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,22997,4431431,Corey Kiner,RB,NE,79.95,8.25,67,105,RB80,1.2,vs. PIT,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,13924,2576336,Ameer Abdullah,RB,JAC,80,5.95,59,96,RB81,1.1,at DEN,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,24901,4427728,Bam Knight,RB,ARI,81.26,7,61,97,RB82,1.1,vs. SEA,14,2026-09-21
2026-09-22T18:29:37.317603+09:00,25941,4383396,Hunter Luepke,RB,DAL,78.78,8.63,63,95,RB83,1.0,vs. WAS,14,2026-09-21
2026-09-22T18:29:37.317603+09:00,25322,4426386,Roschon Johnson,RB,CHI,84.91,5.46,68,100,RB84,1.0,vs. MIN,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,26212,4429299,Tahj Brooks,RB,CIN,85,6,75,101,RB85,0.9,at HOU,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,27310,4685397,Jordan James,RB,SF,88.64,7.46,72,107,RB86,0.8,vs. MIA,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,23679,4430871,Sean Tucker,RB,TB,80.43,11.61,59,108,RB87,0.7,vs. CLE,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,28297,5081508,Eli Heidenreich,RB,PIT,85.19,4.45,68,92,RB88,0.7,at NE,9,2026-09-21
2026-09-22T18:29:37.317603+09:00,19358,4239934,AJ Dillon,RB,CAR,86.06,9.06,61,98,RB89,0.7,at ATL,5,2026-09-21
2026-09-22T18:29:37.317603+09:00,25980,4429805,Frank Gore,RB,BUF,90.04,10.22,63,106,RB90,0.7,vs. DET,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,18571,3917668,Alec Ingold,RB,LAC,86.51,4.96,64,93,RB91,0.6,vs. LV,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,24343,4685555,Nicholas Singleton,RB,TEN,95.01,9.44,55,116,RB92,0.6,vs. PHI,9,2026-09-21
2026-09-22T18:29:37.317603+09:00,26194,4366963,Dylan Laube,RB,LV,88.98,7.17,68,102,RB93,0.5,at LAC,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,17145,2975417,Patrick Ricard,RB,NYG,88.75,2.92,79,92,RB94,0.5,at LAR,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,25876,4722893,Jaleel McLaughlin,RB,CLE,86.86,11.72,62,107,RB95,0.5,at TB,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,23812,4362748,Tyler Badie,RB,DEN,77.05,11.53,61,101,RB96,0.4,vs. JAC,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,24689,4367567,Julius Chestnut,RB,TEN,95.55,6.53,69,108,RB97,0.4,vs. PHI,9,2026-09-21
2026-09-22T18:29:37.317603+09:00,25396,5081999,CJ Donaldson,RB,NO,87.86,11.06,67,114,RB98,0.4,at BAL,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,18748,3125107,Andrew Beck,RB,NYJ,93.57,6.21,81,109,RB100,0.4,vs. GB,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,23986,4243003,Ronnie Rivers,RB,LAR,93.86,12.51,70,108,RB101,0.4,vs. NYG,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,23451,3929914,Adam Prentice,RB,DEN,92.84,5.29,81,102,RB102,0.3,vs. JAC,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,14191,2515270,Michael Burton,RB,CLE,96.9,3.91,89,102,RB103,0.2,at TB,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,19844,4039505,Reggie Gilliam,RB,NE,103.57,5.89,86,111,RB104,0.0,vs. PIT,11,2026-09-21
