generated_at,fantasypros_id,espn_id,player_name,pos,team,ecr,sd,best,worst,pos_rank,r2p_pts,player_opponent,player_bye_week,scrape_date
2026-09-22T18:29:37.317603+09:00,26748,4373273,British Brooks,RB,HOU,99.05,4.76,86,107,RB105,0.0,vs. CIN,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,27444,4568024,Josh Williams,RB,TB,102.5,7.6,84,112,RB106,0.0,vs. CLE,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,28109,4713118,JMari Taylor,RB,JAC,96,10.89,82,109,RB107,0.0,at DEN,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,27498,4698253,Lan Larison,RB,NE,109.5,6.52,102,125,RB108,0.0,vs. PIT,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,26329,4429939,Jawhar Jordan,RB,HOU,106.5,7.47,91,117,RB109,0.0,vs. CIN,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,18616,4037457,Travis Homer,RB,PIT,107.25,4.58,101,113,RB110,0.0,at NE,9,2026-09-21
2026-09-22T18:29:37.317603+09:00,27102,5081397,Dylan Sampson,RB,CLE,92,15.7,65,109,RB111,0.0,at TB,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,24352,4429202,Israel Abanikanda,RB,DAL,102,7.81,94,114,RB112,0.0,vs. WAS,14,2026-09-21
2026-09-22T18:29:37.317603+09:00,24344,4685279,Jaydon Blue,RB,PHI,105.5,13.3,83,120,RB113,0.0,at TEN,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,22921,4372019,Jerome Ford,RB,MIN,60.5,10.5,50,71,RB114,0.0,at CHI,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,18269,4047365,Josh Jacobs,RB,GB,110.8,14.73,85,128,RB115,0.0,at NYJ,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,22928,4431562,Phil Mafah,RB,NYG,100.67,3.86,97,106,RB116,0.0,at LAR,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,24173,4249836,Pierre Strong,RB,GB,103,1.41,102,105,RB117,0.0,at NYJ,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,16425,3059915,Kareem Hunt,RB,FA,104,18.67,78,121,RB118,0.0,,NA,2026-09-21
2026-09-22T18:29:37.317603+09:00,24369,4432545,Jabari Small,RB,DET,108,6.16,100,115,RB119,0.0,at BUF,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,19449,4243315,Salvon Ahmed,RB,CHI,114.25,6.5,104,122,RB120,0.0,vs. MIN,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,22763,4035886,Khalil Herbert,RB,ATL,96,15,81,111,RB121,0.0,vs. CAR,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,25748,4257364,Zavier Scott,RB,CHI,111,22.63,79,127,RB122,0.0,vs. MIN,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,24335,4710341,Jarquez Hunter,RB,MIA,112,7.26,102,119,RB123,0.0,at SF,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,27293,4694302,Marcus Yarns,RB,FA,109.5,0.5,109,110,RB125,0.0,,NA,2026-09-21
2026-09-22T18:29:37.317603+09:00,14338,2576414,Raheem Mostert,RB,LV,117.67,3.86,114,123,RB126,0.0,at LAC,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,16879,2983509,Dare Ogunbowale,RB,LV,112.5,0.5,112,113,RB127,0.0,at LAC,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,23798,4372071,Hassan Haskins,RB,FA,114.5,1.5,113,116,RB128,0.0,,NA,2026-09-21
2026-09-22T18:29:37.317603+09:00,22962,4429012,Kendall Milton,RB,CIN,116.5,13.5,103,130,RB129,0.0,at HOU,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,23682,4682652,Devin Neal,RB,FA,116.5,2.5,114,119,RB130,0.0,,NA,2026-09-21
2026-09-22T18:29:37.317603+09:00,17587,3125232,Nick Bawden,RB,FA,117.5,2.5,115,120,RB131,0.0,,NA,2026-09-21
2026-09-22T18:29:37.317603+09:00,23293,4245645,Gary Brightwell,RB,FA,121,3,118,124,RB132,0.0,,NA,2026-09-21
2026-09-22T18:29:37.317603+09:00,27326,4685477,Jam Miller,RB,FA,125,1,124,126,RB133,0.0,,NA,2026-09-21
2026-09-22T18:29:37.317603+09:00,23070,4430878,Jaxon Smith-Njigba,WR,SEA,2.23,1.34,1,7,WR1,21.7,at ARI,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,19799,4374302,Amon-Ra St Brown,WR,DET,2.23,1.08,1,6,WR2,19.7,at BUF,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,19788,4362628,JaMarr Chase,WR,CIN,3.35,1.65,1,10,WR3,19.4,at HOU,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,19236,4262921,Justin Jefferson,WR,MIN,4.07,1.65,1,10,WR4,17.9,at CHI,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,19202,4241389,CeeDee Lamb,WR,DAL,4.94,1.6,1,9,WR5,17.6,vs. WAS,14,2026-09-21
2026-09-22T18:29:37.317603+09:00,20111,4361370,Chris Olave,WR,NO,6.84,2.14,2,17,WR6,17.3,at BAL,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,23072,4569618,Garrett Wilson,WR,NYJ,9.03,2.73,6,18,WR7,16.6,vs. GB,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,22963,4426354,George Pickens,WR,DAL,9.08,2.08,5,23,WR8,16.3,vs. WAS,14,2026-09-21
2026-09-22T18:29:37.317603+09:00,19222,4241478,DeVonta Smith,WR,PHI,9.89,3.12,6,26,WR9,16.2,at TEN,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,17265,3915416,DJ Moore,WR,BUF,11.74,3.96,7,38,WR10,15.8,vs. DET,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,25409,4595348,Malik Nabers,WR,NYG,12.12,3.16,5,28,WR11,14.9,at LAR,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,23886,4248528,Christian Watson,WR,GB,13.05,3.46,4,25,WR12,14.9,at NYJ,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,12119,16737,Mike Evans,WR,SF,14.36,3.97,6,30,WR13,14.4,vs. MIA,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,23113,4428331,Rashee Rice,WR,KC,14.84,4.56,5,37,WR14,14.3,vs. IND,5,2026-09-21
2026-09-22T18:29:37.317603+09:00,23106,4432620,Parker Washington,WR,JAC,16.93,4.21,6,37,WR15,14.1,at DEN,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,25417,4685472,Tetairoa McMillan,WR,CAR,18.14,3.39,10,27,WR16,13.6,at ATL,5,2026-09-21
2026-09-22T18:29:37.317603+09:00,12123,16800,Davante Adams,WR,LAR,18.22,6.04,7,31,WR17,13.6,vs. NYG,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,23062,4567750,Emeka Egbuka,WR,TB,19.21,3.87,10,32,WR18,13.3,vs. CLE,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,19211,4239993,Tee Higgins,WR,CIN,19.58,3.43,10,33,WR19,13.1,at HOU,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,23163,4426502,Drake London,WR,ATL,19.86,5.3,6,36,WR20,13.0,vs. CAR,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,19790,4372016,Jaylen Waddle,WR,DEN,20.02,3.82,13,33,WR21,13.0,vs. JAC,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,27016,4685278,Luther Burden,WR,CHI,23.44,4.65,12,48,WR22,12.9,vs. MIN,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,18466,3121422,Terry McLaurin,WR,WAS,23.95,4.4,8,32,WR23,12.5,at DAL,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,23677,4426388,Jameson Williams,WR,DET,24.46,4.24,13,33,WR24,12.5,at BUF,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,26403,4695883,Jalen Coker,WR,CAR,25.98,4.38,15,44,WR25,12.3,at ATL,5,2026-09-21
2026-09-22T18:29:37.317603+09:00,18219,4047650,DK Metcalf,WR,PIT,26.59,4.86,12,42,WR26,12.1,at NE,9,2026-09-21
2026-09-22T18:29:37.317603+09:00,13981,2976212,Stefon Diggs,WR,WAS,27.43,5.01,14,50,WR27,12.0,at DAL,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,16406,3116165,Chris Godwin,WR,TB,29.73,4.72,16,49,WR28,12.0,vs. CLE,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,23123,4429025,Quentin Johnston,WR,LAC,31.43,4.61,20,51,WR29,11.9,vs. LV,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,25411,4431299,Rome Odunze,WR,CHI,31.76,4.95,19,51,WR30,11.7,vs. MIN,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,26024,4701936,Matthew Golden,WR,GB,32.09,5.78,22,54,WR31,11.3,at NYJ,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,18244,3126486,Deebo Samuel,WR,SF,33.13,4.67,19,48,WR32,11.3,vs. MIA,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,26122,4612826,Ladd McConkey,WR,LAC,30.8,11.52,12,66,WR33,11.3,vs. LV,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,25333,4360761,Michael Wilson,WR,ARI,35.11,4.45,22,52,WR34,10.9,vs. SEA,14,2026-09-21
2026-09-22T18:29:37.317603+09:00,17253,3128429,Courtland Sutton,WR,DEN,36.7,4.81,25,51,WR35,10.7,vs. JAC,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,24706,4688813,Josh Downs,WR,IND,37.28,5.65,23,55,WR36,10.6,at KC,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,18598,3916433,Jakobi Meyers,WR,JAC,39.99,5.13,26,56,WR37,10.5,at DEN,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,23794,4361432,Romeo Doubs,WR,NE,40.74,4.87,27,58,WR38,10.4,vs. PIT,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,23180,4426515,Puka Nacua,WR,LAR,22.17,21.58,1,101,WR39,10.3,vs. NYG,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,23020,4362249,Jayden Reed,WR,GB,42.81,5.39,31,64,WR40,10.1,at NYJ,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,23107,4429205,Jordan Addison,WR,MIN,42.81,5.14,31,63,WR41,10.0,at CHI,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,23064,4432708,Marvin Harrison,WR,ARI,42.88,6.33,28,57,WR42,9.9,vs. SEA,14,2026-09-21
2026-09-22T18:29:37.317603+09:00,23748,4373678,Khalil Shakir,WR,BUF,42.95,6.6,25,57,WR43,9.8,vs. DET,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,26409,4569559,Devaughn Vele,WR,NO,44.01,7.13,26,66,WR44,9.8,at BAL,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,26009,4871023,Carnell Tate,WR,TEN,44.64,6.12,32,69,WR45,9.7,vs. PHI,9,2026-09-21
2026-09-22T18:29:37.317603+09:00,23791,4360078,Alec Pierce,WR,IND,45.18,5.77,32,65,WR46,9.6,at KC,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,27331,4870653,KC Concepcion,WR,CLE,45.66,6.2,33,72,WR47,9.5,at TB,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,22985,4569587,WanDale Robinson,WR,TEN,46.11,5.26,34,60,WR48,9.5,vs. PHI,9,2026-09-21
2026-09-22T18:29:37.317603+09:00,23019,4683062,Xavier Worthy,WR,KC,48.38,7.23,32,66,WR49,9.3,vs. IND,5,2026-09-21
2026-09-22T18:29:37.317603+09:00,23000,4432773,Brian Thomas,WR,JAC,48.66,6.32,30,67,WR50,9.2,at DEN,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,28135,4869645,Caleb Douglas,WR,MIA,49.86,6.54,31,73,WR51,9.2,at SF,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,25337,4428718,Tre Tucker,WR,LV,52.92,5.43,33,76,WR52,9.2,at LAC,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,27339,4832800,Denzel Boston,WR,CLE,55.98,5.77,38,70,WR53,9.1,at TB,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,24354,4428850,Dontayvion Wicks,WR,PHI,53.34,7.02,27,75,WR54,8.9,at TEN,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,26314,4569603,Malik Washington,WR,MIA,56.67,6.16,37,76,WR55,8.9,at SF,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,22989,4429022,Kayshon Boutte,WR,HOU,56.79,7.18,30,74,WR56,8.9,vs. CIN,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,11616,15818,Keenan Allen,WR,IND,56.88,5.82,43,82,WR57,8.8,at KC,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,19794,4360939,Rashod Bateman,WR,BAL,56.92,10.07,32,86,WR58,8.7,vs. NO,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,24357,4597500,Adonai Mitchell,WR,NYJ,59.01,5.53,41,79,WR59,8.6,vs. GB,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,26215,4686612,Tre Harris,WR,LAC,61.38,6.47,40,89,WR60,8.4,vs. LV,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,27211,4600981,Pat Bryant,WR,DEN,59.94,6.04,41,77,WR61,8.4,vs. JAC,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,25420,4870795,Makai Lemon,WR,PHI,62.76,6.35,41,85,WR62,8.4,at TEN,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,24687,4032473,Rashid Shaheed,WR,SEA,64.82,6.3,49,80,WR63,8.2,at ARI,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,25304,4427095,Demario Douglas,WR,NE,62.07,9.11,36,82,WR64,8.2,vs. PIT,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,24177,4382466,Jalen Nailor,WR,LV,64.76,4.45,47,80,WR65,8.1,at LAC,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,25418,5081432,Antonio Williams,WR,WAS,68.08,10.3,36,117,WR66,7.9,at DAL,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,27122,4586312,Jaylin Noel,WR,HOU,69.5,8.39,45,97,WR67,7.6,vs. CIN,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,16489,2991662,Mack Hollins,WR,NE,66,12.14,36,103,WR68,7.5,vs. PIT,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,25332,4686422,Xavier Hutchinson,WR,HOU,68.64,13.75,35,102,WR69,7.4,vs. CIN,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,27994,4682648,Malachi Fields,WR,NYG,70.13,5.95,54,101,WR70,7.3,at LAR,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,26398,5083754,Ryan Flournoy,WR,DAL,69.17,5.6,42,91,WR71,7.3,vs. WAS,14,2026-09-21
2026-09-22T18:29:37.317603+09:00,19201,4241463,Jerry Jeudy,WR,CLE,70.18,5.2,50,88,WR72,7.2,at TB,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,16433,2977187,Cooper Kupp,WR,SEA,69.99,5.77,50,89,WR73,7.0,at ARI,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,17066,3045523,Kendrick Bourne,WR,ARI,72.44,7.88,49,111,WR74,6.9,vs. SEA,14,2026-09-21
2026-09-22T18:29:37.317603+09:00,26038,4869961,Chris Bell,WR,MIA,76.8,7.28,59,106,WR75,6.8,at SF,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,27224,4603186,Jack Bech,WR,LV,75.51,6.42,60,121,WR76,6.8,at LAC,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,15665,3043116,Demarcus Robinson,WR,SF,79.66,10.71,56,108,WR78,6.4,vs. MIA,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,28130,5220680,Ted Hurst,WR,TB,80,9.62,65,132,WR79,6.1,vs. CLE,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,16081,2973405,Kalif Raymond,WR,CHI,78.11,11.19,49,125,WR80,5.9,vs. MIN,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,19810,4040655,Darnell Mooney,WR,NYG,79.25,5.01,61,97,WR81,5.9,at LAR,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,27446,5123663,Isaac TeSlaa,WR,DET,86.52,6.88,66,120,WR82,5.7,at BUF,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,22913,4362921,Tyquan Thornton,WR,KC,84.86,6.71,67,111,WR83,5.6,vs. IND,5,2026-09-21
2026-09-22T18:29:37.317603+09:00,26019,4635008,Keon Coleman,WR,BUF,86.9,6.86,66,104,WR84,5.6,vs. DET,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,23179,4430834,Jalen McMillan,WR,TB,84.56,11.84,55,165,WR85,5.4,vs. CLE,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,17258,3925357,Calvin Ridley,WR,TEN,84.88,7.66,68,104,WR86,5.4,vs. PHI,9,2026-09-21
2026-09-22T18:29:37.317603+09:00,23092,4431280,Troy Franklin,WR,DEN,84.78,7.62,57,105,WR87,5.3,vs. JAC,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,26039,4685261,Germie Bernard,WR,PIT,87.02,11.2,55,130,WR88,5.3,at NE,9,2026-09-21
2026-09-22T18:29:37.317603+09:00,27059,4883647,Elic Ayomanor,WR,TEN,89.25,6.41,69,122,WR89,5.3,vs. PHI,9,2026-09-21
2026-09-22T18:29:37.317603+09:00,23101,4361409,Jahan Dotson,WR,ATL,88.05,6.51,72,124,WR90,5.2,vs. CAR,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,25335,4368003,Andrei Iosivas,WR,CIN,88.06,6.12,79,117,WR91,5.1,at HOU,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,26136,4430034,Xavier Legette,WR,CAR,88.13,5.13,68,105,WR92,5.1,at ATL,5,2026-09-21
2026-09-22T18:29:37.317603+09:00,28129,4879276,Bryce Lance,WR,NO,88.63,8.06,71,127,WR93,5.1,at BAL,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,22845,4242433,Josh Palmer,WR,BUF,95.78,10.48,70,159,WR94,4.9,vs. DET,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,25419,4870612,Zachariah Branch,WR,ATL,96.56,9.06,78,134,WR95,4.8,vs. CAR,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,26034,4685415,Travis Hunter,WR,JAC,96.93,8.03,76,123,WR96,4.7,at DEN,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,28424,4912218,Cyrus Allen,WR,KC,100.53,10.57,82,145,WR97,4.6,vs. IND,5,2026-09-21
2026-09-22T18:29:37.317603+09:00,18864,3917914,Olamide Zaccheaus,WR,ATL,97.73,4.53,86,114,WR98,4.6,vs. CAR,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,12127,16733,Odell Beckham,WR,NYG,101.15,9.05,87,144,WR99,4.4,at LAR,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,15654,2576581,Chris Moore,WR,BAL,98.13,10.19,67,137,WR100,4.4,vs. NO,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,28133,4685553,Brenen Thompson,WR,LAC,104.58,9.93,81,153,WR101,4.3,vs. LV,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,27487,4613202,Kyle Williams,WR,NE,98.47,9.62,62,118,WR102,4.3,vs. PIT,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,26379,4569371,Isaiah Williams,WR,NYJ,97.94,8.11,80,131,WR103,4.2,vs. GB,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,26011,4696882,Devontez Walker,WR,BAL,93.25,12.18,65,129,WR104,4.0,vs. NO,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,27449,4710855,Konata Mumpfield,WR,LAR,96.68,13.19,69,122,WR105,4.0,vs. NYG,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,27463,5088338,Elijah Sarratt,WR,BAL,106.92,16.39,65,147,WR106,3.6,vs. NO,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,27447,4690143,LaJohntay Wester,WR,BAL,96.41,12.75,72,129,WR107,3.6,vs. NO,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,18520,3676833,KaVontae Turpin,WR,DAL,106.47,6.39,94,120,WR108,3.5,vs. WAS,14,2026-09-21
2026-09-22T18:29:37.317603+09:00,27810,5160110,Jahdae Walker,WR,CHI,109.71,9.2,95,137,WR109,3.4,vs. MIN,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,27315,4431268,Chimere Dike,WR,TEN,110.98,12.08,73,131,WR110,3.3,vs. PHI,9,2026-09-21
2026-09-22T18:29:37.317603+09:00,20113,4361577,Dyami Brown,WR,WAS,104.35,9.75,84,133,WR111,3.2,at DAL,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,28067,4685307,Kevin Coleman,WR,MIA,109.2,9.18,91,149,WR112,3.1,at SF,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,28137,4879194,Josh Cameron,WR,JAC,110.95,9.13,98,145,WR113,3.1,at DEN,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,26012,5150247,Malik Benson,WR,LV,110.54,8.97,95,138,WR114,3.1,at LAC,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,25627,4386544,Xavier Smith,WR,LAR,108.67,13.89,83,141,WR115,2.7,vs. NYG,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,27182,4565185,Tai Felton,WR,MIN,107.83,10.2,89,138,WR116,2.5,at CHI,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,25495,4430681,Jared Wayne,WR,HOU,111.06,8.43,88,131,WR117,2.4,vs. CIN,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,27147,4608810,Tez Johnson,WR,TB,117.84,10.84,94,134,WR118,2.4,vs. CLE,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,27454,4602667,Jaylin Lane,WR,WAS,113.26,8.09,96,143,WR119,2.2,at DAL,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,20126,4360797,Tutu Atwell,WR,LAR,115.18,16.34,91,170,WR120,2.2,vs. NYG,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,26022,4597703,Tory Horton,WR,SEA,120.29,17.12,77,161,WR121,2.1,at ARI,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,28132,4869748,Zavion Thomas,WR,CHI,126.83,16.82,99,161,WR122,2.1,vs. MIN,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,18226,4241372,Marquise Brown,WR,PHI,122,21.78,78,165,WR123,2.0,at TEN,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,28178,4384852,Dohnte Meyers,WR,CIN,120.07,12.25,78,148,WR124,1.7,at HOU,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,23030,4426485,Jonathan Mingo,WR,DAL,121.36,8.35,102,146,WR125,1.6,vs. WAS,14,2026-09-21
2026-09-22T18:29:37.317603+09:00,24371,4808839,Isaiah Bond,WR,CLE,125.9,11.78,92,147,WR126,1.6,at TB,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,24049,4259305,Bo Melton,WR,GB,120.88,5.54,112,129,WR127,1.4,at NYJ,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,26037,5092508,Colbie Young,WR,CIN,127,11.84,107,150,WR128,1.4,at HOU,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,15495,3051889,Laquon Treadwell,WR,IND,123.08,9.87,106,151,WR129,1.3,at KC,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,25334,4362477,Derius Davis,WR,LAC,122.71,14.05,90,148,WR130,1.2,vs. LV,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,25416,4698597,Barion Brown,WR,NO,123.67,12.87,91,144,WR131,1.1,at BAL,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,25631,4360763,Brycen Tremayne,WR,CAR,128.26,5.2,122,143,WR132,0.8,at ATL,5,2026-09-21
2026-09-22T18:29:37.317603+09:00,22843,4035656,Ben Skowronek,WR,PIT,131.14,12.3,109,162,WR133,0.7,at NE,9,2026-09-21
2026-09-22T18:29:37.317603+09:00,23905,4430191,Skyy Moore,WR,GB,134.71,7.05,122,147,WR134,0.7,at NYJ,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,27445,4695193,Efton Chism,WR,NE,134.86,10.69,108,157,WR135,0.6,vs. PIT,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,22965,4429105,Arian Smith,WR,NYJ,136.29,9.07,117,152,WR136,0.6,vs. GB,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,25289,4575665,Jacob Cowing,WR,SF,136.1,7.73,119,153,WR137,0.5,vs. MIA,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,18590,4039057,LilJordan Humphrey,WR,DEN,136,14.51,116,172,WR138,0.5,vs. JAC,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,22895,4567096,John Metchie,WR,CAR,138.72,14.99,111,171,WR139,0.5,at ATL,5,2026-09-21
2026-09-22T18:29:37.317603+09:00,28125,4605951,CJ Daniels,WR,LAR,139.89,14.96,112,176,WR140,0.5,vs. NYG,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,27805,4430656,Myles Price,WR,MIN,140,15.39,121,187,WR141,0.5,at CHI,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,19739,4241983,Cody White,WR,LV,136.59,9.31,107,150,WR142,0.5,at LAC,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,27076,5082630,Jalen Royals,WR,KC,138.29,20.05,108,178,WR143,0.1,vs. IND,5,2026-09-21
2026-09-22T18:29:37.317603+09:00,27093,4683151,Deion Burks,WR,IND,142.53,10.2,119,156,WR144,0.0,at KC,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,22905,4567156,Treylon Burks,WR,WAS,143.18,17.86,116,179,WR145,0.0,at DAL,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,19801,4241424,Tylan Wallace,WR,CLE,145.06,8,123,157,WR146,0.0,at TB,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,26626,5097554,Kameron Johnson,WR,TB,149.82,7.32,133,163,WR147,0.0,vs. CLE,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,23049,4372758,Kevin Austin,WR,NO,141.8,12.19,118,165,WR148,0.0,at BAL,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,27866,4715355,Darius Cooper,WR,PHI,145.8,11.31,118,164,WR149,0.0,at TEN,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,22684,4369886,Chris Blair,WR,ATL,150.5,7.01,139,162,WR150,0.0,vs. CAR,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,18166,3047876,KhaDarel Hodge,WR,SF,146.8,9.01,125,167,WR151,0.0,vs. MIA,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,28144,4683159,Lewis Bond,WR,HOU,143.93,12.29,131,170,WR152,0.0,vs. CIN,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,28435,5081338,Kaden Wetjen,WR,PIT,144.08,14.67,128,186,WR153,0.0,at NE,9,2026-09-21
2026-09-22T18:29:37.317603+09:00,17289,3123075,Braxton Berrios,WR,NYG,146.08,12.62,128,166,WR154,0.0,at LAR,8,2026-09-21
